Date,Gold,USD_IDR,DXY,Oil,SP500,NASDAQ,VIX,GVZ,Silver,Copper,Platinum,Palladium,US10Y,USD_CNY,Nikkei,DAX
2020-11-24,1804.800048828125,14164.60546875,92.2300033569336,44.90999984741211,3635.409912109375,12036.7900390625,21.639999389648438,20.09000015258789,23.29199981689453,3.299999952316284,955.7000122070312,2350.10009765625,0.8820000290870667,6.584499835968018,26165.58984375,13292.4404296875
2020-11-25,1805.699951171875,14121.7998046875,91.98999786376953,45.709999084472656,3629.64990234375,12094.400390625,21.25,19.75,23.356000900268555,3.312000036239624,967.2999877929688,2341.60009765625,0.878000020980835,6.590199947357178,26296.859375,13289.7998046875
2020-11-26,1805.699951171875,14127.470703125,91.98999786376953,45.709999084472656,3629.64990234375,12094.400390625,21.25,19.75,23.356000900268555,3.312000036239624,967.2999877929688,2341.60009765625,0.878000020980835,6.577499866485596,26537.310546875,13286.5703125
2020-11-27,1781.9000244140625,13897.6689453125,91.79000091552734,45.529998779296875,3638.35009765625,12205.849609375,20.84000015258789,19.09000015258789,22.55299949645996,3.3994998931884766,963.0,2424.39990234375,0.8420000076293945,6.57450008392334,26644.7109375,13335.6796875
2020-11-30,1775.699951171875,14061.64453125,91.87000274658203,45.34000015258789,3621.6298828125,12198.740234375,20.56999969482422,19.690000534057617,22.534000396728516,3.4205000400543213,964.0999755859375,2392.800048828125,0.843999981880188,6.576000213623047,26433.619140625,13291.16015625
2020-12-01,1814.0999755859375,14094.935546875,91.30999755859375,44.54999923706055,3662.449951171875,12355.1103515625,20.770000457763672,19.610000610351562,24.033000946044922,3.4679999351501465,1002.2000122070312,2417.300048828125,0.9340000152587891,6.5777997970581055,26787.5390625,13382.2998046875
2020-12-02,1825.699951171875,14175.0,91.12000274658203,45.279998779296875,3669.010009765625,12349.3701171875,21.170000076293945,19.420000076293945,24.024999618530273,3.4749999046325684,1010.4000244140625,2397.39990234375,0.9480000138282776,6.570799827575684,26800.98046875,13313.240234375
2020-12-03,1836.800048828125,14076.419921875,90.70999908447266,45.63999938964844,3666.719970703125,12377.1796875,21.280000686645508,19.610000610351562,24.086999893188477,3.4790000915527344,1037.0,2302.10009765625,0.9200000166893005,6.562399864196777,26809.369140625,13252.8603515625
2020-12-04,1835.9000244140625,14092.798828125,90.69999694824219,46.2599983215332,3699.1201171875,12464.23046875,20.790000915527344,18.950000762939453,24.202999114990234,3.5139999389648438,1071.199951171875,2345.800048828125,0.968999981880188,6.541399955749512,26751.240234375,13298.9599609375
2020-12-07,1861.800048828125,14076.490234375,90.79000091552734,45.7599983215332,3691.9599609375,12519.9501953125,21.299999237060547,19.790000915527344,24.740999221801758,3.508500099182129,1047.199951171875,2339.89990234375,0.9279999732971191,6.530600070953369,26547.439453125,13271.0
2020-12-08,1870.800048828125,14143.0,90.97000122070312,45.599998474121094,3702.25,12582.76953125,20.68000030517578,19.860000610351562,24.68400001525879,3.49399995803833,1035.0,2316.699951171875,0.9129999876022339,6.52869987487793,26467.080078125,13278.490234375
2020-12-09,1834.5999755859375,14083.0107421875,91.08999633789062,45.52000045776367,3672.820068359375,12338.9501953125,22.270000457763672,20.260000228881836,23.93000030517578,3.507999897003174,1016.9000244140625,2280.300048828125,0.9409999847412109,6.531700134277344,26817.939453125,13340.259765625
2020-12-10,1833.5999755859375,14150.0,90.79000091552734,46.779998779296875,3668.10009765625,12405.8095703125,22.520000457763672,19.65999984741211,24.0310001373291,3.570499897003174,1026.199951171875,2325.0,0.9079999923706055,6.542200088500977,26756.240234375,13295.73046875
2020-12-11,1839.800048828125,14082.5927734375,90.9800033569336,46.56999969482422,3663.4599609375,12377.8701171875,23.309999465942383,19.239999771118164,24.031999588012695,3.5239999294281006,1020.5999755859375,2322.10009765625,0.8930000066757202,6.544400215148926,26652.51953125,13114.2998046875
2020-12-14,1828.699951171875,14069.1572265625,90.70999908447266,46.9900016784668,3647.489990234375,12440.0400390625,24.719999313354492,19.43000030517578,23.985000610351562,3.5220000743865967,1014.4000244140625,2307.89990234375,0.8920000195503235,6.5457000732421875,26732.439453125,13223.16015625
2020-12-15,1852.300048828125,14221.900390625,90.47000122070312,47.619998931884766,3694.6201171875,12595.0595703125,22.889999389648438,19.75,24.58099937438965,3.5380001068115234,1038.0999755859375,2314.199951171875,0.9229999780654907,6.549699783325195,26687.83984375,13362.8701171875
2020-12-16,1856.0999755859375,14190.0,90.44999694824219,47.81999969482422,3701.169921875,12658.1904296875,22.5,19.389999389648438,24.985000610351562,3.553999900817871,1034.199951171875,2338.699951171875,0.9200000166893005,6.538300037384033,26757.400390625,13565.98046875
2020-12-17,1887.199951171875,14070.537109375,89.81999969482422,48.36000061035156,3722.47998046875,12764.75,21.93000030517578,20.100000381469727,26.100000381469727,3.5969998836517334,1048.9000244140625,2338.0,0.9300000071525574,6.531300067901611,26806.669921875,13667.25
2020-12-18,1885.699951171875,14083.8505859375,90.0199966430664,49.099998474121094,3709.409912109375,12755.6396484375,21.56999969482422,19.579999923706055,25.948999404907227,3.628499984741211,1041.9000244140625,2360.89990234375,0.9480000138282776,6.532100200653076,26763.390625,13630.509765625
2020-12-21,1879.199951171875,14068.9375,90.04000091552734,47.7400016784668,3694.919921875,12742.51953125,25.15999984741211,19.799999237060547,26.277999877929688,3.572999954223633,1015.0,2304.39990234375,0.9409999847412109,6.535999774932861,26714.419921875,13246.2998046875
2020-12-22,1866.5999755859375,14100.7314453125,90.6500015258789,47.02000045776367,3687.260009765625,12807.919921875,24.229999542236328,19.5,25.43400001525879,3.5179998874664307,1008.5,2311.10009765625,0.9179999828338623,6.5482001304626465,26436.390625,13418.1103515625
2020-12-23,1874.699951171875,14324.2001953125,90.41000366210938,48.119998931884766,3690.010009765625,12771.1103515625,23.309999465942383,18.8700008392334,25.823999404907227,3.552000045776367,1016.2000122070312,2326.300048828125,0.9549999833106995,6.542200088500977,26524.7890625,13587.23046875
